cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
2997,4386.816000000001,36.864000000000004,0.0,2838.5280000000002,921.6,663.552,0.0,5529.600000000002,2419.2000000000007,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,3613.631995233864,1299.197284723473,131.89405240385224,0.0,4159.5935725798845,2357.1049872344843,266.1938077701856,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1830.9129323018217,0.0,0.0,274.0149256107261,0.0,5169.553698148167,0.0,0.0,591.4221526571177,0.0,0.0,1.0,0.0,1675.7345685803102,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16188.99417490866,0.0,0.0,252.47203616054566,1.0,0.0,2.0,1.0,2.0,1.0
2998,4423.68,0.0,0.0,3870.7200000000003,552.96,0.0,0.0,7257.600000000002,1958.4000000000003,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5245.489438143115,107.070028489118,0.0,0.0,3668.8798539929194,1672.4746447044636,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2026.0071305969368,0.0,0.0,342.22804932708584,0.0,4515.4052691485085,0.0,0.0,617.3244175826237,0.0,0.0,1.0,0.0,1772.2609094130441,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16666.351647020532,0.0,0.0,207.12893627130373,1.0,0.0,2.0,1.0,2.0,1.0
2999,4423.68,0.0,0.0,3833.856,552.96,36.864000000000004,0.0,7372.800000000002,1843.2000000000005,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6700.303533189544,109.35751629806782,0.0,0.0,3457.516608148272,1282.6841396517354,62.16875474194262,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1688.0310995044204,0.0,0.0,239.6198816519384,0.0,3913.1381865323006,0.0,0.0,792.101723876308,0.0,0.0,1.0,0.0,2020.6012901537397,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17691.603349640838,0.0,0.0,212.91073349139077,1.0,0.0,2.0,1.0,2.0,1.0
3000,4313.088,110.592,0.0,1400.832,1105.9199999999998,1916.928,0.0,3110.4000000000005,2073.6000000000004,4032.000000000001,0.0,9216.000000000002,0.0,0.0,6128.450000000001,0.0,322.55,4542.965887633573,2648.7162945312684,740.539765489691,0.0,2567.6481312270616,2950.356094672714,966.9410481400521,414.94413648943186,8.0,4.0,0.0,0.0,1.0,0.0,2426.5645414532764,0.0,0.0,375.32856810975875,0.0,6032.849449249876,0.0,0.0,675.0836109065335,0.0,0.0,0.0,1.0,1821.2893387190852,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,16681.138974034784,521.4477215548983,0.0,285.7821996807651,0.0,1.0,2.0,1.0,2.0,1.0
3001,4423.68,0.0,0.0,2396.16,1695.7440000000001,331.776,0.0,4953.600000000001,2764.8000000000006,1497.6000000000004,0.0,9216.000000000002,0.0,0.0,6128.450000000001,322.55,0.0,4432.370190492672,833.1673274873579,0.0,0.0,2677.004650184993,2912.049710917289,174.41733828173844,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1971.737768116595,0.0,0.0,260.53502896862653,0.0,3241.741628129371,0.0,0.0,380.0606419096065,0.0,0.0,0.0,1.0,1798.5759210760425,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,21076.259951787033,181.8666004358263,0.0,149.57143585257305,1.0,0.0,2.0,1.0,2.0,1.0
3002,4423.68,0.0,0.0,3354.6240000000003,884.7360000000001,184.32,0.0,7372.800000000001,1497.6000000000004,345.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6200.295625779886,228.44966056387727,0.0,0.0,3401.429589782707,1526.7343193796244,0.0,81.16183983460873,10.0,2.0,0.0,0.0,1.0,0.0,1871.612983490807,0.0,0.0,292.5434544690326,0.0,4428.698886733347,0.0,0.0,488.68906772975924,0.0,0.0,1.0,0.0,1917.7497673420191,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19007.392057159737,0.0,0.0,295.2321052376796,1.0,0.0,2.0,1.0,2.0,1.0
3003,4386.816000000001,36.864000000000004,0.0,1916.928,1806.336,700.416,0.0,4723.200000000002,3456.000000000001,1036.8000000000002,0.0,9100.800000000001,115.20000000000002,0.0,6451.0,0.0,0.0,3730.6328785770847,1100.7663724193733,0.0,0.0,2699.0416522812557,2332.9916639230673,191.3743804979514,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2335.387929549923,0.0,0.0,347.63129717926637,0.0,7308.531889127786,0.0,0.0,491.520797990041,0.0,0.0,1.0,0.0,1661.726744108788,135.93366266529895,0.0,145.6128,1.8432,8.0,8.0,2.0,0.0,0.0,1.0,27481.633458404547,2849.5000517193685,0.0,188.76051143120418,1.0,0.0,2.0,1.0,2.0,1.0
3004,4423.68,0.0,0.0,2248.704,1327.104,847.8720000000001,0.0,4953.600000000001,3225.600000000001,1036.8000000000002,0.0,9100.800000000001,115.20000000000002,0.0,6451.0,0.0,0.0,5020.130741816247,1495.1044496805594,0.0,0.0,2496.7514351211976,2443.3648817861754,316.47439494372406,94.61086634575942,8.0,4.0,0.0,0.0,1.0,0.0,2047.913688363206,0.0,0.0,319.5804378786619,0.0,4196.716294234812,0.0,0.0,592.4528583880269,0.0,0.0,0.0,1.0,1792.840186747379,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,21366.224198017568,1923.0707845422955,0.0,213.9495257629769,1.0,0.0,2.0,1.0,2.0,1.0
3005,4423.68,0.0,0.0,2654.208,1400.832,368.64,0.0,5414.4000000000015,2534.4000000000005,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4783.313452200986,1062.9309260450182,0.0,0.0,2639.76890187107,2827.8594801315453,153.8722350258804,77.14700231428283,8.0,4.0,0.0,0.0,1.0,0.0,2126.0967059986915,0.0,0.0,265.7415081559918,0.0,3329.001368117827,0.0,0.0,606.8606723890482,0.0,0.0,1.0,0.0,2414.4287666923574,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,17444.711000645842,529.6110831600913,0.0,262.94658235063343,1.0,0.0,2.0,1.0,2.0,1.0
3006,4423.68,0.0,0.0,3649.536,737.28,36.864000000000004,0.0,7603.200000000002,1612.8000000000004,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6838.44847988621,209.14937838626298,0.0,0.0,4481.0983299575155,1758.1776884072779,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2139.360036713474,0.0,0.0,225.4642440592741,0.0,4913.371028384113,0.0,0.0,607.0470452806545,0.0,0.0,1.0,0.0,2876.4621269874883,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,28383.666210758984,0.0,0.0,174.89676343318254,1.0,0.0,2.0,1.0,2.0,1.0
3007,4423.68,0.0,0.0,3465.2160000000003,811.008,147.45600000000002,0.0,6681.600000000001,2304.0000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5282.906812839171,346.79427485071966,0.0,0.0,4017.135409201972,1616.5456049158036,49.832163803781604,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1476.4813084222671,0.0,0.0,275.4616565178616,0.0,4858.713652827301,0.0,0.0,671.0941518257644,0.0,0.0,1.0,0.0,1517.5515948153632,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,18023.978526395782,0.0,0.0,219.59209379374204,1.0,0.0,2.0,1.0,2.0,1.0
3008,4423.68,0.0,0.0,3465.2160000000003,958.464,0.0,0.0,7372.800000000002,1843.2000000000005,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5902.161350768807,125.08144118537376,0.0,0.0,3792.2087762582114,1979.5203305738692,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2477.754604458638,0.0,0.0,286.0258821931393,0.0,5222.485680110464,0.0,0.0,677.7309919843534,0.0,0.0,1.0,0.0,2345.141082984795,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,18432.991825588702,0.0,0.0,169.6186960825744,1.0,0.0,2.0,1.0,2.0,1.0
3009,4423.68,0.0,0.0,2580.4800000000005,1585.152,258.048,0.0,6105.600000000001,2419.2000000000007,691.2000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4874.994998278301,365.8133230769409,0.0,0.0,3630.891179560286,3149.2859841680065,303.3459680346713,88.4907681308323,8.0,4.0,0.0,0.0,1.0,0.0,1704.4826147266128,0.0,0.0,312.964831904634,0.0,5036.920641249921,0.0,0.0,445.39190189585065,0.0,0.0,1.0,0.0,2103.3986134054203,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,29787.78791679775,1297.8307584527438,0.0,210.67496369927974,1.0,0.0,2.0,1.0,2.0,1.0
3010,4423.68,0.0,0.0,2174.976,1658.88,589.8240000000001,0.0,5299.200000000002,2764.8000000000006,1152.0000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5429.382501251299,1180.1791079508066,82.22724704146776,0.0,1646.3703520335334,2390.558324379774,228.19578214965094,34.98177693395154,10.0,2.0,0.0,0.0,1.0,0.0,2217.30019050284,0.0,0.0,251.52050232501253,0.0,4723.852900194441,0.0,0.0,494.8402840361622,0.0,0.0,0.0,1.0,2774.4232562780703,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,27050.61388093228,136.15928627864332,0.0,250.96104950365753,1.0,0.0,2.0,1.0,2.0,1.0
3011,4423.68,0.0,0.0,2211.84,1990.656,221.184,0.0,5529.600000000001,3225.600000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6128.450000000001,0.0,322.55,5373.601135630408,512.9530573099389,0.0,0.0,2685.200882679598,2585.577936567712,351.85136341267946,72.01252315176338,10.0,2.0,0.0,0.0,1.0,0.0,2018.902558533472,0.0,0.0,320.15619759786614,0.0,3845.368986974361,0.0,0.0,726.7634050916645,0.0,0.0,1.0,0.0,1809.4057397341578,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16292.995872526033,512.4056580831849,0.0,239.47140439048738,1.0,0.0,2.0,1.0,2.0,1.0
3012,4423.68,0.0,0.0,2027.52,1843.2,552.96,0.0,4723.200000000001,3225.600000000001,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5128.432870977811,717.0788136147212,0.0,0.0,2018.0684709057398,2834.714307691157,62.751998597068535,148.0410823602537,12.0,0.0,0.0,0.0,0.0,1.0,2508.7574959414524,0.0,0.0,307.6072930706353,0.0,4327.116570386243,0.0,0.0,655.0537301247962,0.0,0.0,1.0,0.0,1818.1934252307965,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,21410.728614906348,0.0,0.0,201.190014963181,1.0,0.0,2.0,1.0,2.0,1.0
3013,4423.68,0.0,0.0,2174.976,1732.6080000000002,516.096,0.0,4377.6,3916.800000000001,921.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4562.127385281532,507.59418067214307,0.0,0.0,3306.277821079612,3075.4785364109516,194.44096914497166,0.0,10.0,2.0,0.0,0.0,0.0,1.0,1635.73453659998,0.0,0.0,240.39520692616878,0.0,3428.7425383071254,0.0,0.0,614.0675919289849,0.0,0.0,0.0,1.0,1626.2037614310805,276.83447256404065,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,18882.32921632699,197.92833149418553,0.0,169.90653638445184,1.0,0.0,2.0,1.0,2.0,1.0
3014,4423.68,0.0,0.0,3428.352,847.8720000000001,147.45600000000002,0.0,6681.600000000001,2073.6000000000004,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4292.758385631521,223.3779915752385,0.0,0.0,4255.7684641010965,1668.9818891448244,163.05480051080238,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2214.8241779560262,0.0,0.0,251.8616308044592,0.0,3935.23309150741,0.0,0.0,602.6467103273066,0.0,0.0,1.0,0.0,2000.7847360607925,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21360.260246075668,323.2161274153561,0.0,217.31990076943913,1.0,0.0,2.0,1.0,2.0,1.0
3015,4386.816000000001,36.864000000000004,0.0,1916.928,1363.968,1142.784,0.0,3916.800000000001,2649.6000000000004,2649.6000000000004,0.0,9100.800000000001,115.20000000000002,0.0,6451.0,0.0,0.0,5190.5595445351555,1019.4794954431613,228.55965872195492,0.0,1988.1241862332336,2645.093289178907,474.14166304998065,108.68549741877142,10.0,0.0,2.0,0.0,1.0,0.0,2229.4765650981963,0.0,0.0,250.21309948698985,0.0,3957.485524844366,0.0,0.0,578.5514385547792,0.0,0.0,0.0,1.0,2031.6499830724438,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,23369.796425098793,210.2052039203408,0.0,226.55719857236983,1.0,0.0,2.0,1.0,2.0,1.0
3016,4423.68,0.0,0.0,2764.8,1216.5120000000002,442.36800000000005,0.0,5184.000000000001,3686.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5386.3177690571465,273.57586680983917,0.0,0.0,2861.8341900375067,2140.7463122773074,64.85764611720913,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1773.936621865834,0.0,0.0,306.60474466473823,0.0,4579.373027555244,39.01593186789696,0.0,671.0658859833289,0.0,0.0,1.0,0.0,1616.6612482902683,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,12543.710020025777,104.95851889690469,0.0,154.40293100309844,0.0,1.0,2.0,1.0,2.0,1.0
3017,4423.68,0.0,0.0,2764.8,1548.288,110.592,0.0,5875.200000000001,2995.2000000000007,345.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6048.8882170693705,291.157977455534,0.0,0.0,2791.107730914397,2634.656096790968,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2650.5269006616936,0.0,0.0,322.3555165095856,0.0,3788.0707833147944,0.0,0.0,539.8939836283563,0.0,0.0,1.0,0.0,2113.6470437515272,135.6701838265007,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,14074.209958042371,0.0,0.0,135.69428817232802,1.0,0.0,2.0,1.0,2.0,1.0
3018,4423.68,0.0,0.0,2949.12,1290.24,184.32,0.0,6566.4000000000015,2073.6000000000004,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6454.404392869049,316.8202527460275,0.0,0.0,3895.3110992889883,2538.493672941188,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2131.1072052183267,0.0,0.0,221.4517423683937,0.0,7041.61855411207,0.0,0.0,530.4352046681124,0.0,0.0,0.0,1.0,1563.0855382225816,252.01246193260712,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,27982.93240091028,340.9545850955655,0.0,208.68569739893252,1.0,0.0,2.0,1.0,2.0,1.0
3019,4423.68,0.0,0.0,3096.576,884.7360000000001,442.36800000000005,0.0,6912.000000000002,1728.0000000000005,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6255.86230038396,175.3241393342165,0.0,0.0,4723.116760144077,1395.9957510952013,230.1464830735693,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1343.0005357039336,0.0,0.0,291.82891646102127,0.0,4095.6176393110063,0.0,0.0,545.5580344339542,0.0,0.0,1.0,0.0,2639.7851251919483,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24125.911879170002,0.0,0.0,245.6107075304825,1.0,0.0,2.0,1.0,2.0,1.0
3020,4386.816000000001,36.864000000000004,0.0,2654.208,921.6,847.8720000000001,0.0,5529.600000000001,1958.4000000000005,1728.0000000000005,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5124.427596117788,719.0252746012325,130.16216707104422,0.0,2954.6552589958737,1619.384850907484,578.1632902395124,133.58461468922184,10.0,2.0,0.0,0.0,0.0,1.0,1967.4028562943595,0.0,0.0,440.39901645374937,0.0,2879.2448706363375,0.0,0.0,840.8476663324807,0.0,0.0,1.0,0.0,2044.429727326107,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,16310.057642322085,0.0,0.0,177.6140341380082,1.0,0.0,2.0,1.0,2.0,1.0
3021,4423.68,0.0,0.0,2469.888,1511.424,442.36800000000005,0.0,4953.600000000001,3801.600000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5828.733372824316,459.05080555084794,0.0,0.0,2056.6857593563077,2685.103195735987,216.87707917647322,34.30313631134427,10.0,2.0,0.0,0.0,1.0,0.0,1804.5597624872676,0.0,0.0,301.5033265591149,0.0,3427.1956451156766,0.0,0.0,488.6694386587831,0.0,0.0,1.0,0.0,1938.8361584212428,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16416.786601407515,0.0,0.0,174.0164232812988,1.0,0.0,2.0,1.0,2.0,1.0
3022,4423.68,0.0,0.0,2985.9840000000004,1216.512,221.18400000000003,0.0,6336.000000000002,2419.2000000000003,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4281.373922332958,300.3586215120018,0.0,0.0,3966.148138550343,2418.5734665481996,400.3906636351661,159.56162576559007,10.0,2.0,0.0,0.0,1.0,0.0,1988.9682623544436,0.0,0.0,255.9329992113496,0.0,4535.060334674874,0.0,0.0,480.77898464669113,0.0,0.0,1.0,0.0,2106.9201039195145,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,17535.613083944972,0.0,0.0,182.65013176115062,1.0,0.0,2.0,1.0,2.0,1.0
3023,4423.68,0.0,0.0,1916.928,1769.472,737.28,0.0,4147.200000000001,4032.000000000001,1036.8000000000002,0.0,9100.800000000001,115.20000000000002,0.0,6451.0,0.0,0.0,4718.159371979387,1281.120186061874,53.358026344073636,0.0,2064.888411795635,2923.6221761213637,450.920392447332,70.67458722171916,10.0,2.0,0.0,0.0,1.0,0.0,2073.5020472489487,0.0,0.0,439.92622521431406,0.0,4809.850242143324,0.0,0.0,694.9373698473655,0.0,0.0,1.0,0.0,2008.1357070252234,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,23416.87104711112,289.7408036518845,0.0,245.21890561404987,1.0,0.0,2.0,1.0,2.0,1.0
3024,4423.68,0.0,0.0,2506.7520000000004,1511.424,405.504,0.0,4723.200000000002,4262.400000000001,230.40000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4204.095974938994,912.3135376350594,125.43401871666832,0.0,2881.6344086285912,2977.4175590739883,407.16417588359514,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1880.9101862842115,0.0,0.0,204.97022637170923,0.0,4669.920108867666,0.0,0.0,553.3875060692068,0.0,0.0,1.0,0.0,1758.9827148205313,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,17902.38308210371,160.71969496402565,0.0,181.97622162135633,1.0,0.0,2.0,1.0,2.0,1.0
3025,4423.68,0.0,0.0,3649.536,700.416,73.72800000000001,0.0,7372.800000000002,1728.0000000000007,115.20000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6108.603693922378,60.342853213022906,0.0,0.0,3973.9617997921314,1578.5672162689434,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1938.7803159853308,0.0,0.0,291.81434035195576,0.0,4397.657564865724,0.0,0.0,745.3265132143897,0.0,0.0,1.0,0.0,1640.5712408575446,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,28046.373599366147,0.0,0.0,217.47786635628557,1.0,0.0,2.0,1.0,2.0,1.0
3026,4423.68,0.0,0.0,2875.3920000000003,1548.288,0.0,0.0,5760.000000000002,3110.4000000000005,345.60000000000014,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,7320.127062533367,597.0873441819407,0.0,0.0,3146.5519711352063,2378.528545160193,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2012.7181543555525,0.0,0.0,371.90933316928454,0.0,4809.817767384942,0.0,0.0,653.8532800642399,0.0,0.0,1.0,0.0,2608.0370214451145,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19396.27670306408,0.0,0.0,329.24991404333264,1.0,0.0,2.0,1.0,2.0,1.0
3027,4423.68,0.0,0.0,2064.384,1658.88,700.416,0.0,4492.800000000001,4147.200000000002,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4521.836962355892,752.3422954386492,0.0,0.0,2037.1166765903922,2894.0879110668434,292.7023442068456,158.1612935583384,8.0,2.0,2.0,0.0,1.0,0.0,2087.0072876401086,17.6357403216465,0.0,303.37242473612355,0.0,3499.766315051673,0.0,0.0,457.74155513193796,0.0,0.0,1.0,0.0,1439.3660202341418,104.2684766141165,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,0.0,1.0,15721.984932537722,213.81511147913687,0.0,160.2338845586268,1.0,0.0,2.0,1.0,2.0,1.0
3028,4423.68,0.0,0.0,3944.4480000000003,479.232,0.0,0.0,8294.400000000001,921.6000000000003,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6287.543208010286,0.0,0.0,0.0,4632.814567526003,1289.0862946634056,92.73336251691951,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2045.0136582049647,0.0,0.0,189.89563463928909,74.86297382419801,3478.1803727576084,0.0,0.0,711.8439419853246,0.0,0.0,1.0,0.0,2407.8878766992034,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19957.595017782558,368.20592940235895,0.0,319.0885874533126,1.0,0.0,2.0,1.0,2.0,1.0
3029,4091.9040000000005,331.776,0.0,1916.9279999999999,1253.376,1253.3760000000002,0.0,3340.800000000001,3110.400000000001,2764.8000000000006,0.0,8640.000000000002,576.0,0.0,6128.450000000001,322.55,0.0,3623.435010832099,1072.777219199208,1577.9243363560624,129.87511747953428,2329.307706718135,2666.6351772126604,1115.0205130140575,567.8636875857845,4.0,8.0,0.0,0.0,1.0,0.0,2501.787409695977,77.69653935519773,0.0,270.28756473895805,0.0,2829.0989171889887,0.0,0.0,653.4465932528892,0.0,0.0,0.0,1.0,2383.564235748614,246.75908552299984,0.0,134.5536,12.9024,4.0,12.0,2.0,0.0,0.0,1.0,20432.216085717468,2815.5703279444588,353.9748440182196,261.90670538163323,1.0,0.0,2.0,1.0,2.0,1.0
3030,4423.68,0.0,0.0,3833.856,589.8240000000001,0.0,0.0,7603.200000000002,1497.6000000000004,115.20000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6600.891076398377,130.54060787246112,0.0,0.0,3631.967714691482,2106.474990440214,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2611.756540131065,0.0,0.0,209.95089833790192,0.0,3171.96581745247,0.0,0.0,616.3545702329078,0.0,0.0,1.0,0.0,1737.7606098775568,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23556.702778195624,0.0,0.0,233.0222856975691,1.0,0.0,2.0,1.0,2.0,1.0
3031,4423.68,0.0,0.0,2211.84,1253.376,958.4639999999999,0.0,4377.600000000001,3340.8000000000006,1497.6000000000004,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4322.446027132121,922.8269612940605,0.0,0.0,3243.2522864479406,3492.5303119164046,670.0399695331419,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2159.648896377847,0.0,0.0,421.68908020629283,0.0,3175.360612424473,0.0,0.0,597.6937110494716,0.0,0.0,1.0,0.0,2098.3544359670504,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17824.59806741333,132.9397167560716,0.0,231.95755165344588,1.0,0.0,2.0,1.0,2.0,1.0
3032,4423.68,0.0,0.0,2359.2960000000003,1585.152,479.232,0.0,4492.800000000001,3456.000000000001,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5052.78035150007,1146.3247229530145,146.01291642113756,0.0,2510.677457290738,2344.294655473245,200.68056346593949,100.34028173296974,10.0,2.0,0.0,0.0,1.0,0.0,3259.91189746439,0.0,0.0,209.96988708608336,0.0,3506.4875832669586,0.0,0.0,474.0919958289078,0.0,0.0,1.0,0.0,1938.7545622855282,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24222.33937888953,0.0,0.0,248.09480917951782,1.0,0.0,2.0,1.0,2.0,1.0
3033,4423.68,0.0,0.0,3870.7200000000003,552.96,0.0,0.0,7948.800000000002,1267.2000000000003,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6473.949754943783,0.0,0.0,0.0,3825.2015933178027,689.5595646023615,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2108.204685974264,0.0,0.0,306.99646071800646,0.0,5337.5373801232745,0.0,0.0,515.8758035586231,0.0,0.0,1.0,0.0,1868.91869129273,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17123.31267192961,0.0,0.0,242.5830247574088,1.0,0.0,2.0,1.0,2.0,1.0
3034,4423.68,0.0,0.0,2469.888,1732.608,221.18400000000003,0.0,5760.000000000001,2764.8000000000006,691.2000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5636.625433740333,1094.1518838200268,0.0,0.0,3395.4691652893634,2863.0490829756336,74.2937408041325,74.2937408041325,10.0,2.0,0.0,0.0,1.0,0.0,2227.5738596253277,0.0,0.0,316.7701526883529,0.0,4058.7893849657316,0.0,0.0,475.31977364321546,0.0,0.0,1.0,0.0,2023.968982616454,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17488.285033099484,75.01109342501147,0.0,255.1835023586902,1.0,0.0,2.0,1.0,2.0,1.0
